"vzRMeAg4Oi8__kl-trunc-name","sBhnyP5sXkG__rtng","sBhnyP5sXkG__number-of-reviews","OSrXXb","rllt__details","yi40Hd","RDApEe","rllt__details 2","rllt__details 3","yYlJEf href","BSaJxc","yYlJEf href 2","UbRuwe","rllt__details 4","BI0Dve"
"אינטרו החברה למוסיקה","4.0","(2)","אינטרו החברה למוסיקה","· תקליטן","4.0","(2)","אשדוד ·","08-852-2277","http://www.introdjs.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"תקליטנים","","","תקליטנים","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות · תל אביב-יפו","","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"די ג'יי לחתונה | DJ לאירועים | די ג'יי במרכז | DJ קלמנטין","5.0","(3)","די ג'יי לחתונה | DJ לאירועים | די ג'יי במרכז | DJ קלמנטין","· תקליטן","5.0","(3)","מעל 3 שנות פעילות · בצרה ·","053-930-6763","http://www.clemantindjs.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 19:00","קבלת קהל במקום"
"DJ NETANEL-D","","","DJ NETANEL-D","אין ביקורות · תקליטן","","","ירושלים ·","050-901-0431","https://6199edac7ccb5.site123.me/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"דיג׳יי יוסי אפי - מוסיקה למתחתנים","5.0","(6)","דיג׳יי יוסי אפי - מוסיקה למתחתנים","· תקליטן","5.0","(6)","מעל 5 שנות פעילות · טבריה ·","054-459-0489","http://www.yosi-efi.com/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"לימבו הפקות לגילאי מצוות - תקליטן לבת מצווה בר מצווה","5.0","(12)","לימבו הפקות לגילאי מצוות - תקליטן לבת מצווה בר מצווה","· תקליטן","5.0","(12)","מעל 3 שנות פעילות · חיפה ·","054-647-0900","http://www.limbodjs.com/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 22:30",""
"","","","תקליטן לאירועים","אין ביקורות · תקליטן","","","פתוח 24 שעות","053-310-6318","http://www.2all.co.il/web/Sites5/shlomitwito/","אתר","","","","פגישות אונליין"
"דיג'יי ליאת","","","דיג'יי ליאת","אין ביקורות · תקליטן","","","ראש העין ·","052-693-2211","http://megakaraoke.co.il/%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%AA-%D7%93%D7%AA%D7%99%D7%94-%D7%9C%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D-%D7%97%D7%99%D7%99%D7%92%D7%95-%D7%9C%D7%94%D7%A6%D7%A2%D7%AA-%D7%9E%D7%97/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"סוניק - מוסיקה להתחתן איתה | תקליטנים לחתונות","5.0","(5)","סוניק - מוסיקה להתחתן איתה | תקליטנים לחתונות","· תקליטן","5.0","(5)","מעל 10 שנות פעילות · נשר ·","054-309-1074","http://elisonic.wixsite.com/sonicmusic","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות","קבלת קהל במקום"
"דיג'יי חנן דרוב","5.0","(1)","דיג'יי חנן דרוב","· תקליטן","5.0","(1)","מעל 10 שנות פעילות · חולון ·","054-200-2444","http://hanan-droub.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"די גי רונן לוי","1.8","(27)","די גי רונן לוי","· תקליטן","1.8","(27)","מעל 20 שנות פעילות · תל אביב-יפו ·","050-525-2022","http://www.djronenlevy.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 21:00","קבלת קהל במקום"
"dj ניר גולדמן (תקליטן)","5.0","(1)","dj ניר גולדמן (תקליטן)","· תקליטן","5.0","(1)","תל אביב-יפו ·","050-588-0021","https://website-4194978689040218878164-dj.business.site/?utm_source=gmb&utm_medium=referral","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"אבירם הפקות - אולפני הקלטות","5.0","(135)","אבירם הפקות - אולפני הקלטות","· תקליטן","5.0","(135)","קריית ביאליק ·","054-282-2379","http://www.hafakot.com/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 21:00",""
"תומר פלוס - קריוקי לאירועים","5.0","(7)","תומר פלוס - קריוקי לאירועים","· קריוקי","5.0","(7)","באר יעקב ·","072-329-0652","http://www.mkaraoke.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח עכשיו","לאכול במקום"
"קלאמוס","","","קלאמוס","אין ביקורות · תקליטן","","","מעל 5 שנות פעילות · ראשון לציון ·","050-600-0353","http://www.klamos.co.il/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"שמואל בועז","","","שמואל בועז","אין ביקורות · תקליטן","","","מעל 7 שנות פעילות · קרית אונו ·","03-535-4504","","","","","",""
"עמית פלד- מוזיקה וצילום לאירועים","","","עמית פלד- מוזיקה וצילום לאירועים","אין ביקורות · תקליטן","","","מעל 15 שנות פעילות · הוד השרון ·","050-777-3345","https://www.instagram.com/djamitpeled/","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 23:30",""
"סאונד ביט די ג'ייז sound beat djs","5.0","(1)","סאונד ביט די ג'ייז sound beat djs","· תקליטן","5.0","(1)","מעל 5 שנות פעילות · תל אביב-יפו ·","055-881-0620","https://youtube.com/channel/UCawGt7EbG4ues1am8VOy0Bg","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","","קבלת קהל במקום"
"בר מצווה , אירוסין , הרקדות וליווי מוסיקלי לכל סוגי האירועים: נעם בסן קלידן","4.9","(9)","בר מצווה , אירוסין , הרקדות וליווי מוסיקלי לכל סוגי האירועים: נעם בסן קלידן","· חברה לניהול אירועים","4.9","(9)","מעל 5 שנות פעילות · ירושלים ·","054-628-5544","https://noamb-music.blogspot.co.il/?m=1","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח ⋅ ייסגר בשעה 22:00",""
"סינגל דראם - Single Drum","","","סינגל דראם - Single Drum","אין ביקורות · תקליטן","","","הרצליה ·","052-860-3773","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות",""
"Moshiko Stern - מושיקו שטרן","5.0","(76)","Moshiko Stern - מושיקו שטרן","· תקליטן","5.0","(76)","Rishon le zion","פתוח 24 שעות","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjW47mn_9D8AhUljWgJHSuNCIUYABAAGgJ3Zg&ohost=www.google.com&cid=CAESbeD2O9L6AYXmo01iPkU71VqEM7fwnP7K_UMmfIbAMHbq1eECglfNW4aUiUkeeuaiQOhGMXXU74qTYO4o3JaO7PUqI36n9uRAPP269oW5mtjhiqNWuOfdEjsOeUCHnQicI2O5tZjH8wmpWUGXNFE&sig=AOD64_3lBgLvrZKLA0Hu6Q6PLMB8wgaeKA&q=&ctype=99&ved=2ahUKEwjPlbKn_9D8AhXmQPEDHWlMBbk4eBCErAF6BAgBEBQ&adurl=","אתר","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","",""
"","","","תקליטן לאירועים בסט מיוזיק","אין ביקורות · תקליטן","","","מעל 3 שנות פעילות","","https://bestmusic.co.il/","אתר","","","פתוח ⋅ ייסגר בשעה 22:00","פגישות אונליין"
"רן מנו","4.9","(10)","רן מנו","· תקליטן","4.9","(10)","מעל 10 שנות פעילות · חיפה ·","050-778-4444","","","https://www.google.com/search?q=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&rlz=1C1GCEB_enIL1036IL1036&biw=1920&bih=608&tbm=lcl&sxsrf=AJOqlzXKC4uR8Lbqkbfz3780zNLJnJlwDw%3A1674040506060&ei=utTHY8amA7ickdUPwJKMqAw&ved=0ahUKEwjG68_t_tD8AhU4TqQEHUAJA8UQ4dUDCAk&uact=5&oq=%D7%AA%D7%A7%D7%9C%D7%99%D7%98%D7%A0%D7%99%D7%9D&gs_lcp=Cg1nd3Mtd2l6LWxvY2FsEAMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeMgQIABAeOgQIIxAnOgYIABAWEB46CwgAEIAEELEDEIMBOggIABCABBCxAzoECAAQAzoICAAQsQMQgwE6BwgAEIAEEApQ2QlY1RRgtRtoAXAAeAGAAcECiAGNE5IBBTItOS4xmAEAoAEBwAEB&sclient=gws-wiz-local#","מסלול","פתוח 24 שעות","קבלת קהל במקום"
