mispar_mosah|shem_mosah|cod_sug_mosah|sug_mosah|ktovet|yishuv|telephone|mikud|cod_miktzoa|miktzoa|menahel_miktzoa|rasham_havarot
"8629"|"א.ח.כרמלי (1992)בע מ"|"6"|"מוסך מורשה"|"תוצרת הארץ 1 ת ד 2314"|"באר שבע"|"08-6900949"|"84874"|"100"|"צבעות רכב"|"ביליה  דוד"|"511722019"
"8629"|"א.ח.כרמלי (1992)בע מ"|"6"|"מוסך מורשה"|"תוצרת הארץ 1 ת ד 2314"|"באר שבע"|"08-6900949"|"84874"|"191"|"תיקון טרקטורונים"|"אלעוברה עומר"|"511722019"
"8629"|"א.ח.כרמלי (1992)בע מ"|"6"|"מוסך מורשה"|"תוצרת הארץ 1 ת ד 2314"|"באר שבע"|"08-6900949"|"84874"|"195"|"תיקון וכוון מתלים ברכב"|"אלעוברה עומר"|"511722019"
"8633"|"מרכז שירות אקספרס אשדוד"|"6"|"מוסך מורשה"|"רחוב העמל 29 ת.ד 12365"|"אשדוד"|"08-6440500"|"77100"|"10"|"מכונאות רכב בנזין"|"באיו אברהם"|"514257278"
"8633"|"מרכז שירות אקספרס אשדוד"|"6"|"מוסך מורשה"|"רחוב העמל 29 ת.ד 12365"|"אשדוד"|"08-6440500"|"77100"|"20"|"מכונאות רכב דיזל"|"באיו אברהם"|"514257278"
"8633"|"מרכז שירות אקספרס אשדוד"|"6"|"מוסך מורשה"|"רחוב העמל 29 ת.ד 12365"|"אשדוד"|"08-6440500"|"77100"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"באיו אברהם"|"514257278"
"8633"|"מרכז שירות אקספרס אשדוד"|"6"|"מוסך מורשה"|"רחוב העמל 29 ת.ד 12365"|"אשדוד"|"08-6440500"|"77100"|"30"|"חשמלאות רכב"|"באיו אברהם"|"514257278"
"8633"|"מרכז שירות אקספרס אשדוד"|"6"|"מוסך מורשה"|"רחוב העמל 29 ת.ד 12365"|"אשדוד"|"08-6440500"|"77100"|"205"|"שירות תיקון למזגן אויר לרכב"|"באיו אברהם"|"514257278"
"8635"|"רפי אסרף בע מ פחחות וצבעות רכב"|"6"|"מוסך מורשה"|"פנחס החוצב 36"|"באר שבע"|"08-6235386"|"84112"|"70"|"תיקון מרכבי רכב"|"אסרף אבי"|"511147019"
"8635"|"רפי אסרף בע מ פחחות וצבעות רכב"|"6"|"מוסך מורשה"|"פנחס החוצב 36"|"באר שבע"|"08-6235386"|"84112"|"100"|"צבעות רכב"|"אסרף  אבי"|"511147019"
"8640"|"אליקים בן ארי בע מ"|"6"|"מוסך מורשה"|"ההדרים א.ת. הכבדה ת.ד. 2455"|"אשדוד"|"08-8562552"|"77100"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"ברק אליעזר"|"510532567"
"8640"|"אליקים בן ארי בע מ"|"6"|"מוסך מורשה"|"ההדרים א.ת. הכבדה ת.ד. 2455"|"אשדוד"|"08-8562552"|"77100"|"190"|"טרקטורים ומכונות ניידות"|"ברק אליעזר"|"510532567"
"8643"|"מהנד כורד מוסך אמאל"|"6"|"מוסך מורשה"|"ואדי אל אג'וז ת.ד 83359"|"ירושלים"|"02-6282003"|"97400"|"30"|"חשמלאות רכב"|"מהנד כורד"|"060609476"
"8647"|"מוסך רעים - סויסה אשר"|"6"|"מוסך מורשה"|"העמל 70 ת ד 522"|"דימונה"|"08-6550057"|"86000"|"10"|"מכונאות רכב בנזין"|"סויסה אשר"|"054887336"
"8647"|"מוסך רעים - סויסה אשר"|"6"|"מוסך מורשה"|"העמל 70 ת ד 522"|"דימונה"|"08-6550057"|"86000"|"20"|"מכונאות רכב דיזל"|"סויסה אשר"|"054887336"
"8652"|"מוסך אברסט - טוויל יצחק"|"6"|"מוסך מורשה"|"הבנאי 3 ת.ד. 9239"|"אילת"|"052-8993001"|"88000"|"70"|"תיקון מרכבי רכב"|"טוויל יצחק"|"080766033"
"8657"|"גרופית מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ חבל אילות גרופית"|"גרופית"|"08-6357750"|"88825"|"10"|"מכונאות רכב בנזין"|"שטרום אליחי"|"570040139"
"8657"|"גרופית מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ חבל אילות גרופית"|"גרופית"|"08-6357750"|"88825"|"20"|"מכונאות רכב דיזל"|"שטרום אליחי"|"570040139"
"8657"|"גרופית מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ חבל אילות גרופית"|"גרופית"|"08-6357750"|"88825"|"130"|"תיקון והחלפת צמיגים"|"שטרום אליחי"|"570040139"
"8657"|"גרופית מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ חבל אילות גרופית"|"גרופית"|"08-6357750"|"88825"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"שטרום אליחי"|"570040139"
"8657"|"גרופית מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ חבל אילות גרופית"|"גרופית"|"08-6357750"|"88825"|"190"|"טרקטורים ומכונות ניידות"|"שטרום אליחי"|"570040139"
"8657"|"גרופית מוסך הקיבוץ"|"6"|"מוסך מורשה"|"ד.נ חבל אילות גרופית"|"גרופית"|"08-6357750"|"88825"|"194"|"תיקון מלגזות הרמה"|"שטרום אליחי"|"570040139"
"8661"|"חרש אשדוד 2000 בע מ"|"2"|"מוסך רישוי לרכב חדש"|"רח הקידמה 14 א.ת צפוני אשדוד"|"אשדוד"|"08-8564330"|"77100"|"188"|"רישום ורישוי לרכב חדש"|"ארד מנשה"|"512946112"
"8663"|"צמיגי ממן יוסף"|"6"|"מוסך מורשה"|"המלאכה 50"|"אופקים"|"08-9926334"|"80200"|"130"|"תיקון והחלפת צמיגים"|"ממן יוסף"|"068196377"
"8673"|"זיר מחמד עמאד - מוסך בקעה"|"6"|"מוסך מורשה"|"יד חרוצים 14 ת.ד 52300"|"ירושלים"|"02-6719982"|"93420"|"10"|"מכונאות רכב בנזין"|"זיר מחמד עמאד"|"023309230"
"8673"|"זיר מחמד עמאד - מוסך בקעה"|"6"|"מוסך מורשה"|"יד חרוצים 14 ת.ד 52300"|"ירושלים"|"02-6719982"|"93420"|"20"|"מכונאות רכב דיזל"|"זיר מחמד עמאד"|"023309230"
"8680"|"רוכמן הנריק מוסך הרשלה"|"6"|"מוסך מורשה"|"א. תעשיה הצפוני"|"אשדוד"|"08-8561865"|"77100"|"30"|"חשמלאות רכב"|"רוכמן)צבי(הנריק"|"064470099"
"8680"|"רוכמן הנריק מוסך הרשלה"|"6"|"מוסך מורשה"|"א. תעשיה הצפוני"|"אשדוד"|"08-8561865"|"77100"|"205"|"שירות תיקון למזגן אויר לרכב"|"רוכמן)צבי(הנריק"|"064470099"
"8689"|"אברהם זכי - תיקון צמיגים"|"6"|"מוסך מורשה"|"רח' אהליאב 16 רוממה"|"ירושלים"|"02-6421222"|"96548"|"130"|"תיקון והחלפת צמיגים"|"אברהם זכי"|"072742158"
"8700"|"עתיד העמק 1993 - בהנהלת עבד"|"6"|"מוסך מורשה"|"הפלדה 10\15ת ד 2200"|"באר שבע"|"08-6273485"|"84100"|"10"|"מכונאות רכב בנזין"|"עבד אל רחמן"|"054412945"
"8700"|"עתיד העמק 1993 - בהנהלת עבד"|"6"|"מוסך מורשה"|"הפלדה 10\15ת ד 2200"|"באר שבע"|"08-6273485"|"84100"|"20"|"מכונאות רכב דיזל"|"עבד אל רחמן"|"054412945"
"8707"|"פרופשיונל מוטורס 3 בע מ"|"6"|"מוסך מורשה"|"ניר 5"|"באר טוביה"|"08-8501267"|"70900"|"10"|"מכונאות רכב בנזין"|"צבג יוסף"|"515019537"
"8707"|"פרופשיונל מוטורס 3 בע מ"|"6"|"מוסך מורשה"|"ניר 5"|"באר טוביה"|"08-8501267"|"70900"|"20"|"מכונאות רכב דיזל"|"צבג יוסף"|"515019537"
"8707"|"פרופשיונל מוטורס 3 בע מ"|"6"|"מוסך מורשה"|"ניר 5"|"באר טוביה"|"08-8501267"|"70900"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"צבג יוסף"|"515019537"
"8707"|"פרופשיונל מוטורס 3 בע מ"|"6"|"מוסך מורשה"|"ניר 5"|"באר טוביה"|"08-8501267"|"70900"|"70"|"תיקון מרכבי רכב"|"ויטל משה"|"515019537"
"8707"|"פרופשיונל מוטורס 3 בע מ"|"6"|"מוסך מורשה"|"ניר 5"|"באר טוביה"|"08-8501267"|"70900"|"100"|"צבעות רכב"|"ויטל משה"|"515019537"
"8708"|"מטרו מוטור שיווק (1981) בע מ"|"6"|"מוסך מורשה"|"פנחס החוצב 7"|"באר שבע"|"08-6278278"|"84890"|"130"|"תיקון והחלפת צמיגים"|"פרלמן דניס"|"510892490"
"8708"|"מטרו מוטור שיווק (1981) בע מ"|"6"|"מוסך מורשה"|"פנחס החוצב 7"|"באר שבע"|"08-6278278"|"84890"|"150"|"מכונאות אופנועים וקטנועים"|"פרלמן דניס"|"510892490"
"8708"|"מטרו מוטור שיווק (1981) בע מ"|"6"|"מוסך מורשה"|"פנחס החוצב 7"|"באר שבע"|"08-6278278"|"84890"|"191"|"תיקון טרקטורונים"|"פרלמן דניס"|"510892490"
"8710"|"אוטו - טופ בנגב בע מ"|"6"|"מוסך מורשה"|"הפועלים 13 ת ד 2150"|"באר שבע"|"08-6652191"|"84100"|"180"|"בדיקות-רכב )קניה ומכירה)"|"דמרי מאיר"|"513986539"
"8718"|"מולדת בע מ-מוסך למכונאות ופחחות"|"6"|"מוסך מורשה"|"תלפיות יד חרוצים 4"|"ירושלים"|"02-6731606"|"97800"|"10"|"מכונאות רכב בנזין"|"בן שמעון אושיק"|"511185126"
"8718"|"מולדת בע מ-מוסך למכונאות ופחחות"|"6"|"מוסך מורשה"|"תלפיות יד חרוצים 4"|"ירושלים"|"02-6731606"|"97800"|"20"|"מכונאות רכב דיזל"|"בן שמעון אושיק"|"511185126"
"8718"|"מולדת בע מ-מוסך למכונאות ופחחות"|"6"|"מוסך מורשה"|"תלפיות יד חרוצים 4"|"ירושלים"|"02-6731606"|"97800"|"70"|"תיקון מרכבי רכב"|"שחאדי פאיז"|"511185126"
"8718"|"מולדת בע מ-מוסך למכונאות ופחחות"|"6"|"מוסך מורשה"|"תלפיות יד חרוצים 4"|"ירושלים"|"02-6731606"|"97800"|"100"|"צבעות רכב"|"דקידק חדר"|"511185126"
"8718"|"מולדת בע מ-מוסך למכונאות ופחחות"|"6"|"מוסך מורשה"|"תלפיות יד חרוצים 4"|"ירושלים"|"02-6731606"|"97800"|"205"|"שירות תיקון למזגן אויר לרכב"|"בן שמעון אושיק"|"511185126"
"8725"|"צמיגי בן אליהו בע מ"|"6"|"מוסך מורשה"|"הפנינים 2"|"אשקלון"|"08-6751370"|"78100"|"130"|"תיקון והחלפת צמיגים"|"אליהו חיים"|"511616997"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"10"|"מכונאות רכב בנזין"|"הרשקוביץ רפאל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"15"|"אוטוטק רכב קל"|"הרשקוביץ שמואל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"20"|"מכונאות רכב דיזל"|"הרשקוביץ רפאל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"הרשקוביץ רפאל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"70"|"תיקון מרכבי רכב"|"הרשקוביץ רפאל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"100"|"צבעות רכב"|"הרשקוביץ רפאל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"180"|"בדיקות-רכב )קניה ומכירה)"|"הרשקוביץ רפאל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"300"|"בדיקת רכב לאחר תאונה"|"הרשקוביץ רפאל"|"512319385"
"8728"|"רלקס הנדסה (1996) בע מ"|"6"|"מוסך מורשה"|"שד-בני ברית צומת הנמל ת.ד. 6508"|"אשדוד"|"08-8535038"|"77100"|"301"|"בדיקה לאחר תאונה-איסור שימוש"|"הרשקוביץ רפאל"|"512319385"
"8734"|"צמיגי אחים ברנס אשדוד בע מ"|"6"|"מוסך מורשה"|"האופים 6 ת.ד. 12063"|"אשדוד"|"08-8560480"|"77100"|"130"|"תיקון והחלפת צמיגים"|"ברנס ברוך"|"512872623"
"8735"|"ניקולאי פירוגוב - מוסך ניקולאי"|"6"|"מוסך מורשה"|"א.תעשיה רח' העבודה 54"|"אשדוד"|"052-8198923"|"77100"|"10"|"מכונאות רכב בנזין"|"פירוגוב ניקולאי"|"323493163"
"8735"|"ניקולאי פירוגוב - מוסך ניקולאי"|"6"|"מוסך מורשה"|"א.תעשיה רח' העבודה 54"|"אשדוד"|"052-8198923"|"77100"|"20"|"מכונאות רכב דיזל"|"פירוגוב ניקולאי"|"323493163"
"8737"|"מלגזות הדרום בע מ"|"6"|"מוסך מורשה"|"הבדיל 24"|"באר שבע"|"052-3960336"|"84100"|"173"|"אישור כשירות לצמ ה ומכונה ניידת"|"מארק גיל"|"516241247"
"8737"|"מלגזות הדרום בע מ"|"6"|"מוסך מורשה"|"הבדיל 24"|"באר שבע"|"052-3960336"|"84100"|"190"|"טרקטורים ומכונות ניידות"|"מארק גיל"|"516241247"
"8737"|"מלגזות הדרום בע מ"|"6"|"מוסך מורשה"|"הבדיל 24"|"באר שבע"|"052-3960336"|"84100"|"191"|"תיקון טרקטורונים"|"מארק גיל"|"516241247"
"8737"|"מלגזות הדרום בע מ"|"6"|"מוסך מורשה"|"הבדיל 24"|"באר שבע"|"052-3960336"|"84100"|"194"|"תיקון מלגזות הרמה"|"מארק גיל"|"516241247"
"8738"|"מ.ע. מוסך האחים מאשקלון בע מ"|"6"|"מוסך מורשה"|"הגלגל 4"|"אשקלון"|"08-6756665"|"78100"|"10"|"מכונאות רכב בנזין"|"עלוא שני"|"514275023"
"8738"|"מ.ע. מוסך האחים מאשקלון בע מ"|"6"|"מוסך מורשה"|"הגלגל 4"|"אשקלון"|"08-6756665"|"78100"|"20"|"מכונאות רכב דיזל"|"עלוא שני"|"514275023"
"8738"|"מ.ע. מוסך האחים מאשקלון בע מ"|"6"|"מוסך מורשה"|"הגלגל 4"|"אשקלון"|"08-6756665"|"78100"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"עלוא שני"|"514275023"
"8738"|"מ.ע. מוסך האחים מאשקלון בע מ"|"6"|"מוסך מורשה"|"הגלגל 4"|"אשקלון"|"08-6756665"|"78100"|"70"|"תיקון מרכבי רכב"|"עוזיאל עובדיה"|"514275023"
"8738"|"מ.ע. מוסך האחים מאשקלון בע מ"|"6"|"מוסך מורשה"|"הגלגל 4"|"אשקלון"|"08-6756665"|"78100"|"100"|"צבעות רכב"|"עוזיאל עובדיה"|"514275023"
"8741"|"עמר נחמן-מוסך גבעת שאול"|"6"|"מוסך מורשה"|"ג.שאול ב.דפוס 29 ת.ד 34519"|"ירושלים"|"052-3327017"|"95477"|"10"|"מכונאות רכב בנזין"|"קאופמן אברהם"|"308395813"
"8741"|"עמר נחמן-מוסך גבעת שאול"|"6"|"מוסך מורשה"|"ג.שאול ב.דפוס 29 ת.ד 34519"|"ירושלים"|"052-3327017"|"95477"|"20"|"מכונאות רכב דיזל"|"קאופמן אברהם"|"308395813"
"8741"|"עמר נחמן-מוסך גבעת שאול"|"6"|"מוסך מורשה"|"ג.שאול ב.דפוס 29 ת.ד 34519"|"ירושלים"|"052-3327017"|"95477"|"23"|"תיקון אחזקת רכב חשמלי/היברידי"|"קאופמן אברהם"|"308395813"
"8750"|"מכון טורבו קרבורטור- מכלוף ניסים"|"6"|"מוסך מורשה"|"עליית הנוער 1"|"אשקלון"|"052-2600156"|"78100"|"145"|"תיקון קרבורטורים"|"מכלוף ניסים"|"054715974"
"8752"|"תייסיר חלוואני - תייסיר ש' רכב"|"6"|"מוסך מורשה"|"תלפיות רחוב הסדנא 7"|"ירושלים"|"02-6783592"|"93420"|"30"|"חשמלאות רכב"|"חלואני תיסיר"|"081039620"
"8752"|"תייסיר חלוואני - תייסיר ש' רכב"|"6"|"מוסך מורשה"|"תלפיות רחוב הסדנא 7"|"ירושלים"|"02-6783592"|"93420"|"205"|"שירות תיקון למזגן אויר לרכב"|"חלואני תיסיר"|"081039620"
"8753"|"שריד איתן-מוסך חפץ חיים"|"6"|"מוסך מורשה"|"ג.שאול רח' בית הדפוס 24"|"ירושלים"|"02-6511539"|"91000"|"10"|"מכונאות רכב בנזין"|"שריד איתן"|"028799435"
"8753"|"שריד איתן-מוסך חפץ חיים"|"6"|"מוסך מורשה"|"ג.שאול רח' בית הדפוס 24"|"ירושלים"|"02-6511539"|"91000"|"20"|"מכונאות רכב דיזל"|"שריד איתן"|"028799435"
"8753"|"שריד איתן-מוסך חפץ חיים"|"6"|"מוסך מורשה"|"ג.שאול רח' בית הדפוס 24"|"ירושלים"|"02-6511539"|"91000"|"70"|"תיקון מרכבי רכב"|"שריד איתן"|"028799435"
"8753"|"שריד איתן-מוסך חפץ חיים"|"6"|"מוסך מורשה"|"ג.שאול רח' בית הדפוס 24"|"ירושלים"|"02-6511539"|"91000"|"100"|"צבעות רכב"|"שריד איתן"|"028799435"
"8756"|"צמיגי ניסימוב"|"6"|"מוסך מורשה"|"טבת 5"|"קריית גת"|"08-6600524"|"82000"|"130"|"תיקון והחלפת צמיגים"|"ניסימוב יפים"|"303845614"
"8756"|"צמיגי ניסימוב"|"6"|"מוסך מורשה"|"טבת 5"|"קריית גת"|"08-6600524"|"82000"|"195"|"תיקון וכוון מתלים ברכב"|"בלינדר יבגני"|"303845614"
"8757"|"מוסך תל שוקת - מחמד אבו שלדום"|"6"|"מוסך מורשה"|"א.תעשיה חורה"|"חורה"|"050-5375218"|"84970"|"10"|"מכונאות רכב בנזין"|"אבו שלדום קאיד"|"066115791"
"8757"|"מוסך תל שוקת - מחמד אבו שלדום"|"6"|"מוסך מורשה"|"א.תעשיה חורה"|"חורה"|"050-5375218"|"84970"|"20"|"מכונאות רכב דיזל"|"אבו שלדום קאיד"|"066115791"
"8757"|"מוסך תל שוקת - מחמד אבו שלדום"|"6"|"מוסך מורשה"|"א.תעשיה חורה"|"חורה"|"050-5375218"|"84970"|"195"|"תיקון וכוון מתלים ברכב"|"אבו שלדם קאיד"|"066115791"
"8761"|"א. אור חדש בהנהלת אבי זיקרי"|"6"|"מוסך מורשה"|"התבונה  3"|"אילת"|"08-6318840"|"88000"|"10"|"מכונאות רכב בנזין"|"זיקרי אברהם"|"058013442"
"8761"|"א. אור חדש בהנהלת אבי זיקרי"|"6"|"מוסך מורשה"|"התבונה  3"|"אילת"|"08-6318840"|"88000"|"20"|"מכונאות רכב דיזל"|"זיקרי אברהם"|"058013442"
